Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
</color></size><size=80>钻石</size>,</color></size><size=80> Diamonds</size>,</color></size><size=80>钻石</size>,,,,,,</color></size><size=80>真珠</size>,</color></size><size=80>진주</size>
已获得,Obtained,已获得,,,,,,取得しました,획득
未获得,Not Obtained,未获得,,,,,,未取得,획득하지 못함
出错啦,Something went wrong.,出错啦,,,,,,何かの間違いだ。,실수가 있었습니다.
限时,Time Limit,限时,,,,,,期間限定,제한된 시간
伤害:,Damage:,伤害:,,,,,,ダメージだ。,피해.
子弹:,Bullets:,子弹:,,,,,,弾丸だ。,총알.
剩余: ,Remaining: ,剩余: ,,,,,,残り： ,남은 금액: 
小时,Hour,小时,,,,,,時間,시간
天,God,天,,,,,,空,하늘
"切换失败,你已在","Switch failed, you are","切换失败,你已在",,,,,,切り替えに失敗しました。すでに入っています,전환에 실패했습니다. 이미 로그인되어 있습니다.
红队,Red Team,红队,,,,,,レッドチーム,레드팀
蓝队,Blue Team,蓝队,,,,,,青チーム,블루팀
切换队伍成功,Switching teams successful!,切换队伍成功,,,,,,チーム切り替えが成功しました,팀 전환 성공
"切换失败,此队已满","Switch failed, this team is full","切换失败,此队已满",,,,,,切り替えに失敗しました。このチームは満員です,전환에 실패했습니다. 이 팀은 꽉 찼습니다.
"切换失败,人数不平等","Switch failed, unequal numbers","切换失败,人数不平等",,,,,,切り替えに失敗しました、人数が不均等です,전환에 실패했습니다. 인원수가 동일하지 않습니다.
已在此队,Already in this team,已在此队,,,,,,すでにこのチームに所属しています,이미 이 팀에 있음
不能频繁切换队伍，10秒后再试,"Can't switch teams too frequently, try again in 10s.",不能频繁切换队伍，10秒后再试,,,,,,チームを頻繁に切り替えることはできません。10 秒後にもう一度試してください。,자주 팀을 변경할 수 없으므로 10초 후에 다시 시도해 주세요.
前往 枪战躲猫猫-私人别墅,Go to Hide and Seek - Private Villa,前往 枪战躲猫猫-私人别墅,,,,,,Shootout Peek-a-Boo - プライベート・ヴィラ のページへ,슛아웃 피카부 - 프라이빗 빌라로 이동하기
前往,Go,前往,,,,,,に行く,이동
不存在这份存档，可能是新玩家,"This archive does not exist, it may be new player",不存在这份存档，可能是新玩家,,,,,,このアーカイブは存在しません。新しいプレーヤーである可能性があります,이 아카이브는 존재하지 않습니다. 새로운 플레이어일 수 있습니다.
模板埋点,Template Burst,模板埋点,,,,,,テンプレート埋め込みポイント,템플릿 매장 지점
一二三四五六日,One Two Three Four Five Six,一二三四五六日,,,,,,一二三四五六日,"하루, 둘, 셋, 넷, 닷새 그리고 여섯일"
网络卡顿、再试一次吧,"Cyber lag, try again.",网络卡顿、再试一次吧,,,,,,ネットワークが停止しています。もう一度お試しください。,네트워크가 멈췄습니다. 다시 시도하세요.
成功获得奖励,Reward successful,成功获得奖励,,,,,,無事に報酬をゲット,성공적으로 보상받기
广告没准备好，或后台还有广告在放,"Ad not ready, or ad playing in the background",广告没准备好，或后台还有广告在放,,,,,,広告の準備ができていないか、バックグラウンドで広告がまだ再生されています。,광고가 준비되지 않았거나 여전히 백그라운드에서 광고가 재생되고 있습니다.
张吉惟,Jackie Zhang,张吉惟,,,,,,チャン・ジーウェイ,장지웨이
林国瑞,Lin Guorui,林国瑞,,,,,,林国瑞,린 구오루이
林玫书,Mary Lin,林玫书,,,,,,林美秀,린 메이슈
林雅南,Lin Yanan,林雅南,,,,,,林延安,린 야난
江奕云,Jiang Yiyun,江奕云,,,,,,ジャン・イーユン,지앙이윤
刘柏宏,Patrick Liu,刘柏宏,,,,,,劉白紅,리우 바이홍
阮建安,Nguyen Jian An,阮建安,,,,,,阮建安,루안 지안안
林子帆,Forest Sail,林子帆,,,,,,リン・ジーファン,린지판
夏志豪,Natsume Onna,夏志豪,,,,,,夏志豪,샤 지하오
吉茹定,Jade,吉茹定,,,,,,ギルディン,기루딘
李中冰,Li Zhongbing,李中冰,,,,,,李忠兵,리 종빙
谢彦文,Xie Yanwen,谢彦文,,,,,,謝延文,시에 옌웬
傅智翔,Jixiang Fu,傅智翔,,,,,,傅志祥,푸지샹
洪振霞,Hong Zhenxia,洪振霞,,,,,,ホン・ジェンシア,홍진시아
刘姿婷,CrimsonRose,刘姿婷,,,,,,劉子廷,리우 지팅
荣姿康,Wing Pose,荣姿康,,,,,,栄子康,롱지캉
吕致盈,Lui,吕致盈,,,,,,陸志英,루 지잉
方一强,Fang Yiqiang,方一强,,,,,,ファン・イー強,팡이창
黎芸贵,Le Yugui,黎芸贵,,,,,,李雲貴,리윤귀
郑伊雯,Miss Cheng,郑伊雯,,,,,,ジェン・イーウェン,정이웬
雷进宝,Thunder Treasure,雷进宝,,,,,,雷金宝,레이 진바오
吴美隆,Wu Meilong,吴美隆,,,,,,呉美龍,우 메이롱
吴心真,Wu Xinzhen,吴心真,,,,,,呉新鎮,우신전
王美珠,Miss Wong,王美珠,,,,,,王美珠,왕메이주
郭芳天,Guo Fangtian,郭芳天,,,,,,郭方天,궈팡티엔
李雅惠,Li Yahui,李雅惠,,,,,,リー・ヤフイ,리 야후이
陈文婷,Vincent Chan,陈文婷,,,,,,チェン・ウェンティン,첸 웬팅
曹敏侑,Minyu Cao,曹敏侑,,,,,,曹民佑,조민유
王依婷,King Yiting,王依婷,,,,,,王一廷,왕 이팅
陈婉璇,Miss Chan,陈婉璇,,,,,,チェン・ワンシュアン,첸 완쉬안
吴美玉,Miss Wu,吴美玉,,,,,,ウー・メイユ,우 메이유
蔡依婷,Choi,蔡依婷,,,,,,蔡一廷,카이 이팅
郑昌梦,Zheng Changmeng,郑昌梦,,,,,,鄭長夢,정 창멍
林家纶,Hairstyle,林家纶,,,,,,林佳倫,린 지알룬
黄丽昆,Liquin Wong,黄丽昆,,,,,,黄立坤,황리쿤
李育泉,Li Yuquan,李育泉,,,,,,李育泉,리 위취안
黄芸欢,Louie Wong,黄芸欢,,,,,,黄雲環,황윤환
吴韵如,Wu Yunru,吴韵如,,,,,,ウー・ユンルー,우윤루
李肇芬,Li Zhaofen,李肇芬,,,,,,李兆芬,리 자오펀
卢木仲,Lumicommia,卢木仲,,,,,,盧武忠,루 무종
李成白,Lee Sung-bae,李成白,,,,,,李成白,리청바이
方兆玉,Fang Zhaoyu,方兆玉,,,,,,方昭宇,팡 자오유
刘翊惠,Yihui Liu,刘翊惠,,,,,,リウ・イーフイ,류이후이
丁汉臻,Ding Hanzhen,丁汉臻,,,,,,ディン・ハンジェン,딩 한젠
吴佳瑞,Gary Wu,吴佳瑞,,,,,,呉家瑞,우 지아루이
舒绿珮,Shuluan,舒绿珮,,,,,,シュー・ルペイ,슈 루페이
周白芷,Zhou Baizhao,周白芷,,,,,,周百志,저우바이지
张姿妤,Miss Zhang,张姿妤,,,,,,チャン・ツィユ,장쯔위
张虹伦,Honglun Zhang,张虹伦,,,,,,張紅倫,장홍룬
周琼玫,Chou Qiong-mei,周琼玫,,,,,,周瓊梅,저우 경메이
倪怡芳,Ni Yifang,倪怡芳,,,,,,ニー・イーファン,니 이팡
郭贵妃,Princess Guo,郭贵妃,,,,,,郭貴妃,궈귀페이
杨佩芳,Yang Peifang,杨佩芳,,,,,,ヤン・ペイファン,양페이팡
黄盛玫,Huang Shengmei,黄盛玫,,,,,,黄聖梅,황성메이
郑丽青,Zheng Liqing,郑丽青,,,,,,鄭立清,정 리칭
许智云,Xu Zhiyun,许智云,,,,,,徐志雲,쉬즈윤
张孟涵,Zhang Menghan,张孟涵,,,,,,張孟漢,장멍한
李小爱,Lee,李小爱,,,,,,リー・シャオアイ,리 샤오아이
王恩龙,Wang Enlong,王恩龙,,,,,,王恩龍,왕엔롱
朱政廷,Zhu Zhengting,朱政廷,,,,,,朱政廷,주 정팅(Zhu Zhengting)
邓诗涵,Deng Sihan,邓诗涵,,,,,,鄧師範,덩스한
陈政倩,Chan Jeong-sun,陈政倩,,,,,,チェン・ジェンチェン,첸 정첸
吴俊伯,Uncle Oh,吴俊伯,,,,,,ウー・ジュンボ,우준보
阮馨学,Nguyễn Xinxue,阮馨学,,,,,,阮新雪,루안 신슈에
翁惠珠,Hon Hye-joo,翁惠珠,,,,,,ウェン・ホイジュウ,웽 후이주
吴思翰,Sihan Wu,吴思翰,,,,,,ウー・シハン,우시한
林佩玲,Pamela Lin,林佩玲,,,,,,リン・ペイリング,린 페일링
邓海来,Deng Hailai,邓海来,,,,,,鄧海来,덩 하이라이
陈翊依,Chen Yiyi,陈翊依,,,,,,チェン・イーイー,첸 이이
李建智,Lee Jian-ji,李建智,,,,,,李建志,리 젠지
武淑芬,Takeshi,武淑芬,,,,,,呉書芬,우슈펀
金雅琪,Jackie Kim,金雅琪,,,,,,ジン・ヤキ,진 야치
赖怡宜,Lai Yiyi,赖怡宜,,,,,,ライ・イーイー,라이이이
黄育霖,Yulin Huang,黄育霖,,,,,,黄玉林,황유린
张仪湖,Zhang Yihu,张仪湖,,,,,,チャン・イーフ,장이후
王俊民,Wang Junmin,王俊民,,,,,,王俊民,왕준민
张诗刚,Zhang Shigang,张诗刚,,,,,,張世剛,장시강
林慧颖,Lin Weiying,林慧颖,,,,,,林恵英,린 휘잉
沈俊君,Sunny,沈俊君,,,,,,沈俊君,션 준준
陈淑妤,Sunny Chan,陈淑妤,,,,,,チェン・シュユ,첸 슈유
李姿伶,Li,李姿伶,,,,,,李子陵,리 지링
高咏钰,Wing Wings,高咏钰,,,,,,高龍宇,가오용유
黄彦宜,Huang Yanyi,黄彦宜,,,,,,黄彦宜,황옌이
周孟儒,Zhou Mengju,周孟儒,,,,,,周夢如,저우 멩루
潘欣臻,Pan Xinzhen,潘欣臻,,,,,,潘新鎮,판 신젠
李祯韵,Lee Chan-yun,李祯韵,,,,,,李振雲,리젠윤
叶洁启,Yip Jieqi,叶洁启,,,,,,葉潔琦,예지에치
梁哲宇,Liang Cheol-woo,梁哲宇,,,,,,梁哲宇,리앙 저유
黄晓萍,Huang Xiaoping,黄晓萍,,,,,,黄小平,황샤오핑
杨雅萍,Yang Yaping,杨雅萍,,,,,,ヤン・ヤピン,양야핑
卢志铭,Lu Zhiming,卢志铭,,,,,,陸志明,루 지밍
张茂以,Zhang Maoyu,张茂以,,,,,,チャン・マオイ,장 마오이
林婉婷,Miss Lin,林婉婷,,,,,,リン・ウォンティング,린 원팅
蔡宜芸,Young Choi,蔡宜芸,,,,,,蔡宜芸,카이 이윤
林珮瑜,Lin,林珮瑜,,,,,,リン・ペイユ,린 페이유
黄柏仪,Phellodendron,黄柏仪,,,,,,黄白一,황바이이
周逸珮,Silverstorm,周逸珮,,,,,,周一培,저우이페이
夏雅惠,Harry,夏雅惠,,,,,,シア・ヤフイ,시아 야후이
王采珮,King Crimson,王采珮,,,,,,ワン・ツァイペイ,왕 카이페이
林孟霖,Lin Menglin,林孟霖,,,,,,林夢林,린 멩린
林竹水,Bamboo Water,林竹水,,,,,,林珠水,린 주슈이
王怡乐,Happy Wang,王怡乐,,,,,,王一楽,왕 일레
王爱乐,King Melody,王爱乐,,,,,,ワン・アイル,왕 아일
金佳蓉,Golden Dragon,金佳蓉,,,,,,ジン・ジアロン,진지아롱
韩健毓,Han Jiantao,韩健毓,,,,,,ハン・ジャンユー,한젠위
李士杰,Jet Li,李士杰,,,,,,李世傑,리 시지에
陈董珍,Chan Dong-jin,陈董珍,,,,,,陳東振,첸 동전
苏姿婷,Susan,苏姿婷,,,,,,蘇子亭,쑤 지팅
张政霖,Zhang Zhenglin,张政霖,,,,,,張正林,장정린
李志宏,Lee Chi-hong,李志宏,,,,,,李志紅,리 지홍
陈素达,Sunda Chan,陈素达,,,,,,陳須田,첸 수다
陈虹荣,Chan Hong-rong,陈虹荣,,,,,,チェン・ホンロン,첸 홍롱
何美玲,Alex Ho,何美玲,,,,,,何美玲,헤 메이링
李仪琳,Yilin Lee,李仪琳,,,,,,リー・イーリン,리 이린
张俞幸,Zhang Yuxue,张俞幸,,,,,,張玉興,장 유싱
黄秋萍,Huang Qiuping,黄秋萍,,,,,,黄秋平,황 치우핑
潘吉维,Panjivi,潘吉维,,,,,,パンジビ,판지비
一,One,一,,,,,,一,하나
二,Two,二,,,,,,二,둘
三,Three,三,,,,,,三,삼
四,Four,四,,,,,,四,4개
五,Five,五,,,,,,五,다섯
六,Six,六,,,,,,六,육
七,Seven,七,,,,,,七,일곱
八,Eight,八,,,,,,八,여덟
九,Nine,九,,,,,,九,아홉
十,Ten,十,,,,,,十,열
百,Hundred,百,,,,,,百,백
千,Thousands,千,,,,,,千,천
万,Million,万,,,,,,万,만
亿,Billions,亿,,,,,,1億,1억
零,Zero,零,,,,,,零,영

